Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
"USER Pabrik sj mrk sweeping krn tdk mengikuti peraturan mrk ,emangnya negara ini milik nenek mrk?sontoloyo mrk'",1,1,0,1,0,0,0,0,1,0,1,0
Sdh nyata tuh anies sandi yg trlibat saracen URL,1,0,0,1,0,0,0,0,1,0,1,0
USER USER USER Cebong ga punya otak. Apalagi perasaan sama korban. Taunya cuma nyinyir.',1,1,0,1,0,0,0,0,1,0,1,0
"USER Tetap aja SALAH dimata bani kampret.. katanya tinggal tunggu kontrak abis, jadi msh ada peluang nyolong klo JKW ga 2 periode, diperpanjang lg kontraknya, makin tebellah kantong2 tikus berdasi'",1,1,0,1,0,0,0,0,1,0,1,0
USER Hanya orang bodoh yg pilih sontoloyo',1,1,0,1,0,0,0,0,1,0,1,0
"""...Jadi biang kegaduhannya itu PKS. Saya sih gak percaya. Mosok PKS kayak gitu \xf0\x9f\x98\x8a"" lanjut beliau.\n\nProfesor yang nulis itu, kalian jangan keminter sok kontra sama profesor. Beliau menuntut ilmu keliling dunia bukan untuk jadi orang goblog. Yang goblog ya kalian",1,1,0,1,0,0,0,0,1,0,1,0
USER Cuma di rezim ini smua halal gegara duit.\nRasa malu pejabat pd putus kek nya.\nKadang uda keciduk blunder mlh nabrak hukum yg dibuat sendiri. Parah ni rezim.',1,0,0,1,0,0,0,0,1,0,1,0
USER USER USER lah kamu umat apa ..umat iblis...intinya adalah ada ribuan orang dirugikan oleh bajingan sialan kok ya masih ada yg bela..gitu aja.',1,1,0,1,0,0,0,0,1,0,1,0
"Aceh usir gub kalimantan, manado usir anggota dewan, jakarta yg satu mengusir ke arab, yg satu lg mengusir ke cina. Asik nih, lg tren usir-usiran",1,0,0,1,0,0,0,0,1,0,1,0
USER USER Orang gila aja belum tentu percaya.... Klo kelas USER langsung ditelan....cebong kan g punya otak',1,1,0,1,0,0,0,0,1,0,1,0
USER USER USER Asu mrk itu',1,1,0,1,0,0,0,0,1,0,1,0
RT USER USER 70 jt pendukung jokowi siap menangkan pemilihan presiden 2019...biar kaum sumbu pendek makin kejang kejang,1,1,0,1,0,0,0,0,1,0,1,0
"Heran sama xl, lancar terus sinyalnya sklinya buka ml lgsg lag bajingan :( &lt;&gt;'",1,1,0,1,0,0,0,0,1,0,1,0
"#persijatakutkalahdijakarta\nDasar pLersija, dengkul laler. Banyak alesan lo jakAnjing! Olo olo sia banyak bacot!!!'",1,1,0,1,0,0,0,0,1,0,1,0
Pegawai Guardian training lagi kek Mentang2 gue kek gembel cuman kaos sama Flat shoes nanya dijutekin bangsad emang males belinya juga kabur gua ke matahari',1,1,0,1,0,0,0,0,1,0,1,0
"USER USER USER Iya sih, apa lagi lawannya boleh di bilang berat. Karena aparat negara juga ikut andil. Ya mudah2an aja #2019GantiPresiden biar para cukong tidak jumawa lagi, biar para cukong tidak sok berkuasa lagi dan biar megatron dapa",1,1,0,1,0,0,0,0,1,0,1,0
RT USER Harusnya DPR di bubarkan saja..g ada fungsinya..menghabiskan aggaran saja..ladang korupsi.uang mahar lah..,1,0,0,1,0,0,0,0,1,0,0,1
USER USER Udah jaman pa anies tapi para cebong masih gini2 aja.. \nMungkin akibat saham bir di hapus\xf0\x9f\x98\x81\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0
"Para pembajak agama ada di semua agama. Bahkan agama Yahudi yg eksklusif itu pun konon dibajak oleh bangsa Kazhar. Betapa mudahnya membajak agama yg bersifat inklusif, dimana siapapun berhak masuk agama tsb?",1,0,0,1,0,0,0,0,1,0,1,0
USER USER bani kacung kafir malah ketawa liat twit ini ya cung',1,1,0,1,0,0,0,0,1,0,1,0
USER USER sontoloyo emang jakarta nih',1,1,0,1,0,0,0,0,1,0,1,0
USER USER TGB mendukung jokowi 2 periode.#kaum bani micin dan kaum bumi datar pada kejang -kejang nih.',1,1,0,1,0,0,0,0,1,0,1,0
USER USER USER USER Emang kebanyakan bangsa cebong goblok saya setuju',1,1,0,1,0,0,0,0,1,0,1,0
USER USER Tipiwan tipi favorit kaum fiksi yg dungu \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84',1,1,0,1,0,0,0,0,1,0,1,0
Parpol juga tidak memiliki nasionalisme dan lebih mempromosikan negara2 asing.\nParpol ini antek asing',1,0,0,1,0,0,0,0,1,0,1,0
"Mana para babi ahok yg ngejek onta, biar di injek2 ama onta",1,1,0,1,0,0,0,0,1,0,1,0
jongos-jongos NYA JOKOWI KEK CACING KEPANASAN..WKWKWK...,1,1,0,1,0,0,0,0,1,0,1,0
"USER USER BETOLL tadz; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #DunningKrugerEffect",1,1,0,1,0,0,0,0,1,0,1,0
Memahami eksistensi KPK dg logika Korupsi maka sama halnya mendirikan Lembaga anti maling utk memberantas Maling. Bubarkan KPK,1,0,0,1,0,0,0,0,1,0,0,1
Sinyal USER cacat ilang2an melulu -____- memang kau USER jauh lebih baik daripada USER hmm hahah',1,1,0,1,0,0,0,0,1,0,1,0
"USER USER USER He..hee negeri ini butuh orang2 yg jujur dlm bekerja spt Rezim skrg ini. Bukan para pengikut kamu Bani Cabul &amp; kampret yg hanya bisa menghembuskan fitnah, hoax, provokasi &amp; kebencian \xf0\x9f\x98\x82'",1,1,0,1,0,0,0,0,1,0,1,0
"USER USER Bang, ini jaman rezim hutang, ya bangga lah \xf0\x9f\x98\x80'",1,0,0,1,0,0,0,0,1,0,1,0
USER USER Semua instansi internasional itu bagi cebong adalah kaum radikal. \xf0\x9f\x98\x80',1,1,0,1,0,0,0,0,1,0,1,0
USER Mahasiswa koplak...cuma modus..!!! Rakyat Indonesia 250 juta...bukan 25 orang...sontoloyo !!!',1,1,0,1,0,0,0,0,1,0,1,0
RT USER: USER Oh ternyata kesibukan bertambah promosi hoax\nKampret laah\nIni nomor 0856 bisa di daftar ke USER ga\nBiar ga p\xe2\x80\xa6',1,1,0,1,0,0,0,0,1,0,1,0
"USER fitnah FPI pecah adalah ulah ahoker yg melihat elektabilitas ahok tinggal 10%,mereka kelojotan melihat MUI+NU+Muhammadi",1,0,0,1,0,0,0,0,1,0,1,0
USER Ya jelas lah om mereka cm gede cocot doank\xf0\x9f\x98\x8c\nYa begitulah kualitas mereka\xf0\x9f\x98\xaa',1,1,0,1,0,0,0,0,1,0,1,0
USER KPK di berhentikan? Yang paling bagus itu DPR yang di bubarkan bosUSER,1,0,0,1,0,0,0,0,1,0,1,0
USER Bajingan emang indosat -_-',1,1,0,1,0,0,0,0,1,0,1,0
"Gelombang Tenaga Kerja Asing Asal Cina Berbondong-Bondong Memasuki Kota Kendari, Sulteng ; Duh...mirisnya nasib anak bangsaku !; #2019GantiPresiden",1,0,0,1,0,0,0,0,1,0,1,0
Bubarkan saja tuh DPR sama KPK...sama aja bodoh nya,1,1,0,1,0,0,0,0,1,0,0,1
"USER USER Sifat kampret ada di cebong, licik culas &amp; memfitna, dasar cebong kampret !!!'",1,1,0,1,0,0,0,0,1,0,1,0
"USER USER USER Karna cebong bukan ahli bully, yg ahli bully itu gerombolan kampret panik yg sampai skrg blm menemukan sosok yg pas pengganti jokowi.\nItu artinya jokowi wajib 2 periode.'",1,1,0,1,0,0,0,0,1,0,1,0
USER nek ndelok match terkhir celsi sih kudune menang mudah emyu... Tapi yo embuh sih celsi kacrut ki raiso diprediksi \xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0
USER haduh tolol yh pendukung rezim ini yah kaya gini....',1,1,0,1,0,0,0,0,1,0,1,0
udah gapaham lagideh sama otak cebong\xf0\x9f\x98\xad',1,1,0,1,0,0,0,0,1,0,1,0
Tuhan itu iBlis . Iblis itu Tuhan . Agama onta',1,1,0,1,0,0,0,0,1,0,1,0
USER Intine gak usah lah buka2 kolom komentar. Isine manusia2 bloon seng gak isok ngempet atine.',1,1,0,1,0,0,0,0,1,0,1,0
"USER DPR itu kaum botol alias bodoh bin tolol, otak isinya cuma gimana caranya bisa dapet duit Bancakan'",1,1,0,1,0,0,0,0,1,0,1,0
"USER Ngerusak jadwal aja lo, katanya mau dateng teknisi kerumah dari pagi sampe sore ditungguin. Kacrut dah.'",1,1,0,1,0,0,0,0,1,0,1,0
"Kalau aparat itu dibayar dg uang rakyat dan kerja utk rakyat; kalau KEPARAT dibayar dg uang rakyat, kerjanya NGEBACOT provokasi rakyat.'",1,1,0,1,0,0,0,0,1,0,1,0
RT USER Berarti BPK sama DPR gak dapat dipercaya dunk. Jadi lebih baik bubarkan saja.,1,0,0,1,0,0,0,0,1,0,0,1
"Gejala memecah belah ummat islam mulai nampak yg dimotori orang"" lama USER ; USER ; USER ; USER ; USER ; USER ; USER ; USER ; USER ; ; SELAMAT MENIKMATI; #2019GantiPresiden; Kembalika",1,0,0,1,0,0,0,0,1,0,1,0
KAMI UMAT MUSLIM SELURUH INDONESIA MENENTANG KERAS KPD : JOKOWI & MEGAWATI DGN REZIMNYA TERMASUK KAPOLRI DAN KAPOLDA SIAP LENGSERKAN JOKOWI.,1,0,0,1,0,0,0,0,1,0,0,1
"tp pihak massa trus memprovokasi sambil berteriak ""ganyang PKI!""",1,0,0,1,0,0,0,0,1,0,0,1
USER USER USER neng..banjir rancaekek itu tanggung jawab pemerintah pusat...karna itu jalan nasional..banyak baca noh...jangan kaya cebong..diam dikolam aja..giliran laper baru nongol...',1,1,0,1,0,0,0,0,1,0,1,0
perintah ulama !! GANYANG PKI !! URL,1,0,0,1,0,0,0,0,1,0,0,1
USER USER Hahahaha...timnasnya aja gk loloas sok2an ngledekin timnas laenn..malu woey malu..diem2 bae sono di bawah jamban',1,0,0,1,0,0,0,0,1,0,1,0
PDIP Sebut Puan Maharani Jadi Prioritas Cawapres Waaaaaw jdi Cawapres Jokowi...#JokowiPuan Keren..Sip AQ Setuju Bangat biar #2019GantiPresiden Bisa Nyata..Ok..lah Kalo begitu ..Keren..? VIVA,1,0,0,1,0,0,0,0,1,0,1,0
USER USER USER USER USER Bubarkan dpr ?,1,0,0,1,0,0,0,0,1,0,0,1
"USER Namanya jg kecebong anaknya kodok, skrg bapak nya jg presiden hadekh... ; Presiden planga plongo",1,1,0,1,0,0,0,0,1,0,1,0
USER USER USER Cebong g sunat semuanya nih p ustad..jng dilayan p ustad...',1,1,0,1,0,0,0,0,1,0,1,0
USER buat kader USER yg pekok... nih itung yg bikin tagar #2019GantiPresiden lebih dari 10.. tu congor jangan asal jeplak ye... bisa jadi 2019 moncong putih yg bakalan nyungsep.',1,1,0,1,0,0,0,0,1,0,1,0
USER spt ahok dulu .. nasdem disusul dg cs nya .. yg mendukung paslon penista agama dan tukang caci maki tai tai ..,1,1,0,1,0,0,0,0,1,0,1,0
USER USER USER USER Hijrahlah sblm terlambat.\nSaya yakin Semua akan menjadi cebong.',1,1,0,1,0,0,0,0,1,0,1,0
USER Memang salah satu turunan nya juga cebong kampret definisinya komplotan penyebar hoax yg koar koar sambil mencret',1,1,0,1,0,0,0,0,1,0,1,0
"#IklanAhokJahat baru ada direzim jokopret,setan,iblis,dajjal dibangkitkan dr kuburnya. Mereka gembira berpesta pora setelah lama dibelenggu",1,1,0,1,0,0,0,0,1,0,1,0
USER Kecebong bajingan',1,1,0,1,0,0,0,0,1,0,1,0
RT USER USER Para partai oposisi zaman SBY menguasai media massa hingga berbagai prestasi SBY tidak dipublikasikan.,1,0,0,1,0,0,0,0,1,0,1,0
"USER Ini rezim sensasional, tindakan dn peristiwa diluar NALAR kita smakin dominan terjdi, berdoalah smoga tidak ada yg mendeklarasikan Islam Cebong Nusantara .\xf0\x9f\x99\x8f'",1,1,0,1,0,0,0,0,1,0,1,0
USER Sudah di nyinyirin para bani kampret apa belom?',1,1,0,1,0,0,0,0,1,0,1,0
"Buat orang yang duduk 5 deret sebelah kiri gue di C17, mungkin C20-C25, Planet Hollywood, Gatsu. \nKalian kampungan asli.\nKomen mulu sepanjang film.'",1,1,0,1,0,0,0,0,1,0,1,0
"USER USER Cebong juara satu lari dari kenyataan,kepintaran dan akal sehat..'",1,1,0,1,0,0,0,0,1,0,1,0
USER USER USER ko cebong g ade yang cerdas',1,1,0,1,0,0,0,0,1,0,1,0
Gubraaaaak!!!! Malu liatnya... Untung semalem debat ga kaya MATA NAJWA.. Coba kalo formatnya sama pasti Ringsek dah pasangan ASU...,1,1,0,1,0,0,0,0,1,0,1,0
"USER USER USER USER Kecebong banyak bacot, utang numpuk di bolang bagus, infrastruktur cuma 2% di bilang selesai smua, bandara juga di akui Cebong lu kebangetan ya'",1,1,0,1,0,0,0,0,1,0,1,0
USER Bani tanpa sumbu alias taplak alias cebong mulai berkerumun. \xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0
USER USER Partai Sontoloyo',1,1,0,1,0,0,0,0,1,0,1,0
"USER USER Waketum USER , CUCI CONGOR USER dahulu..., agar yang keluar dari congornya GAK ASAL, jadi kalian gak perlu repot ""cuci tangan"".\nKetua kalian USER yang ""LEMPAR BATU"", kalian mau ""SEMBUNYI TANGAN""?'",1,1,0,1,0,0,0,0,1,0,1,0
RT USER: Para pendukung Jokowi lebih parah lagi. Mereka yg buta data mengklaim secara membabi-buta sejumlah proyek infrastruktur.,1,0,0,1,0,0,0,0,1,0,1,0
"USER USER USER kyak dah lahir aja ngomong soeharto; l; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #Dunn",1,1,0,1,0,0,0,0,1,0,1,0
"Dear USER driver lo ada yang tukeran orang buat anter gw, gw sih gak masalah asal pinter gak dongo muter2 cari rumah gw. Ini udah pake driver pengganti dongo buang waktu gw bgt buat nunggu. Taik'",1,1,0,1,0,0,0,0,1,0,1,0
Maunya Indonesia seperti Singapura kasih cina berkuasa. Dasar cebong otak reklamasi. Brekekekekek URL,1,1,0,1,0,0,0,0,1,0,1,0
USER USER Tokoh islam = prabowo\nPartai islam = gerindra\n\nKntl',1,1,0,1,0,0,0,0,1,0,1,0
USER jancok. terkutuk kalian yang ngatain gue tsundere.',1,1,0,1,0,0,0,0,1,0,1,0
USER USER Kok PAN punya kader beginian... waduhh ini sih udah Partai bejat namanya... MEMALUKAN',1,1,0,1,0,0,0,0,1,0,1,0
"RT USER: 2 nomer dua2nya indosat dan ada pulsanya, barusan ngeh kalo pulsa udah Rp 0,- padahal ga pernah dipake\nUSER bangke\xe2\x80\xa6'",1,1,0,1,0,0,0,0,1,0,1,0
USER USER USER Selamat datang bani kampret',1,1,0,1,0,0,0,0,1,0,1,0
RT USER: Kalau cebong pasti memuji prestasi nya Presiden Jokowi. \nKalau kampret pasti nyinyir kalau perlu pakai bumbu fitn\xe2\x80\xa6',1,1,0,1,0,0,0,0,1,0,1,0
"USER Bani kampret ya begitulah nafsu berkuasa saja, lalu korupsi berjamaah seperti kader pks gubernur sumut USER'",1,1,0,1,0,0,0,0,1,0,1,0
METRO TV sedang sibuk acara belain JOKOWI TIDAK OTORITER...faktanya RAKYAT YG MERASAKAN.. kebijakan yg main gunakan PERPPU semaunya saja..,1,0,0,1,0,0,0,0,1,0,1,0
tangkap ahok dan klompok nya yg melakukan pemalsuan e KTP karna merupakan penghiyanat bagi bangsa dan negara,1,0,0,1,0,0,0,0,1,0,0,1
"Anda salah menyebut keberserahdirian, Bapak Menteri Agama, itu ekspresi Tuhan Datang MELAYANI bukan minta di-sembah2",1,0,0,1,1,0,0,0,0,0,1,0
"USER USER USER USER USER 1. Heran sama orang2 ini. Ketika kata aulyaa dlm al maidah 51 banyak ulama yang mengatakan itu artinya pemimpin, mereka kekeh bilang bahwa itu tidak diartikan pemimpin. padahal itu adalah kata2",1,0,0,1,1,0,0,0,0,0,1,0
USER USER Kafir kristen selalu buat ulah,1,1,0,1,1,0,0,0,0,0,1,0
"Jika Anda jawab pertanyaan apa Muhammad Nabi Gadungan, persoalan sperti ini tak ada lagi, bangsa Indonesia akan kuat",1,1,0,1,1,0,0,0,0,0,1,0
"Allah SWT tidak bisa diajak gaul Pak Lukman, sukanya dengar orang ngaji terutama ayat penggal kafir dan cocok2 penis",1,1,0,1,1,0,0,0,0,0,1,0
USER Pak USER Muslim teriak disakiti hatinya karena diungkap Allah SWT dungu & biadab semakin baik,1,1,0,1,1,0,0,0,0,0,1,0
Rizieq shihab fpi jancok asu kontol tempek anjing babi bajingan bangsat lonte balon banci bencong taek cabul pengecut cok teroris bubarkan ormas fpi #HTIMakar',1,1,0,1,1,0,0,1,0,0,0,1
Muslim Rohingya: ''4 hari aku gendong ibuku. Desa dibakar Teroris Budha'',1,0,0,1,1,0,0,0,0,0,1,0
RT USER tapi kok ya ada orang-orang Islam yg mau tunduk diketiak rezim yg anti Islam ini cc USER,1,0,0,1,1,0,0,0,0,0,1,0
Babi haram babu halal hanya ulah Muhammad BEJAD mencatut nama Tuhan,1,1,0,1,1,0,0,0,0,0,1,0
USER KRISTUS ANJING ASU JIAMPUT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK K,1,1,0,1,1,0,1,1,0,0,1,0
"Apakah Anda jujur, menabikan Muhammad yg catut nama Tuhan legalkan kejahatannya, Pak Lukman?",1,0,0,1,1,0,0,0,0,0,1,0
"Lapor apa? Dijelaskan Islam Sangat Hina, MUI, FPI dll tak mau dan mampu MEMBANTAH USER USER USER",1,1,0,1,1,0,0,0,0,0,1,0
"kita usir dan bantai aja semua orang hindu budha di Indonesia, biar mereka tau rasa.... URL",1,0,0,1,1,0,0,0,0,0,0,1
RT USER benci sekali dgn Umat Islam,1,0,0,1,1,0,0,0,0,0,1,0
USER Pak USER pernyataan Din Syamsuddin harus jadi pintu masuk mencabut ijin semua pendidikan Islam,1,0,0,1,1,0,0,0,0,0,1,0
banyak kader-kader PDIP dan NASDEM anti Islam dan Ulama,1,0,0,1,1,0,0,0,0,0,1,0
umat agama islam dijakarta sangat haram dan sangat najis sekali dengan ahok kafir kristen...,1,1,0,1,1,0,0,0,0,0,1,0
Bagi Allah SWT dungu & biadab tak ada kata cukup sebelum semua kafir dihilangkan dari muka bumi & sisa hanya Mukmin,1,1,0,1,1,0,0,0,0,0,1,0
RT USER ISIS berulah semua org/golongan/agama musuhin muslim &amp; hujat Islam. Termasuk elu dodol!,1,0,0,1,1,0,0,0,0,0,1,0
"Anda mengejek Islam, yang mengajarkan di luar Islam salah, agar Islam tampak benar, padahal apa yg benar dari Islam",1,0,0,1,1,0,0,0,0,0,1,0
Sebagai umat Islam rasa kecewa marah thdp rezim ini manusiawi krn ulama dikriminalisasi makin anti sampe kpnpun...sikap gue SaveUstadAlfian,1,0,0,1,1,0,0,0,0,0,1,0
"2.Kalau PANGKAL tentang 'radikal' ini Eslam konyol sontoloyo penjual dan pengibul agama kawanan Guntur Romlah, maka disitulah kualitas 'radikalnya'. Lalu antara 'terorisme' dan 'radikalisme' inipun pengertiannya selalu dikawinkan, terorisme satu dgn radi",1,1,0,1,1,0,0,0,0,0,1,0
"USER Front Perusak Islam gak bakal demo anies ,sebab sama sama rusaknya, apalagi ketua cabulnya kabur gak tanggung jawab , pengecut munafik hadapi proses hukum'",1,1,0,1,1,0,0,0,0,0,1,0
"Cap gome dihalaman masjid= tabligh akbar di halm gereja, ahok menghina quran, cornelis usir ulama, mrk(etnis cina+pki) pancing perang;",1,0,0,1,1,0,0,0,0,0,1,0
"Idiom ""cebong"" dan ""kampret"" sengaja diembuskan oknum kafir untuk memecah belah umat Islam indonesia'",1,1,0,1,1,0,0,0,0,0,1,0
RT USER USER mohon dibantu saudara-saudara Ahmadiyah Depok masjidnya disegel Pemda.Dulu pemilihan presiden coblos Jokowi-Jk.,1,0,0,1,1,0,0,0,0,0,1,0
"Belum dijelaskan, haji adalah penipuan? Ibrahim tak mungkin dikubur di Kabah, Anda biarkan rakyat ditipu Pak Lukman?",1,0,0,1,1,0,0,0,0,0,1,0
"USER Pak USER membawahi Dirjen agama2, Anda dapat mbuat perbandingan posisi Tuhan dalam ajaran agama",1,0,0,1,1,0,0,0,0,0,1,0
"USER USER Islam Nusantara produk JIL, dipasarkan dg gencar oleh antek\xc2\xb2 JIL.\n\nSementara JIL anti Arab, tapi pro Aseng!\n\nKata (alm) KH. Hasyim Muzadi, ""JIL itu KAFIR yg belum jadi, atau \xc2\xbd KAFIR"".\n\nJadi sebenarnya umat Isla",1,1,0,1,1,0,0,0,0,0,1,0
RT USER: USER Burma dan Budha memang teroris sebenarnya,1,0,0,1,1,0,0,0,0,0,1,0
"Bangsa dan Negara harus BERANI mengubur Islam USER Said menegaskan, negara tidak boleh kalah oleh aksi teroris",1,0,0,1,1,0,0,0,0,0,1,0
"Buzzer parpol pada sibuk naiking rating parpolnya. \n\nLiberal, syiah &amp; komunis sibuk jualan sekte agamanya. \n\nCebi sibuk jualan junjungannya 2 periode. \n\nBani Jamban masih sibuk muja2 Napi transparan. \n\nSebagian besar lalai akan ""waktu""'",1,1,0,1,1,0,0,0,0,0,1,0
Berjilbab artinya tunduk patuh pada Allah SWT yang menghalalkan ramasan yang berarti melegalkan korupsi,1,0,0,1,1,0,0,0,0,0,1,0
"Allah SWT yang di-sembah2 Muslim berkoar sombong: paling kuasa, paling besar, paling sakti, nyatanya dungu & biadab",1,1,0,1,1,0,0,0,0,0,1,0
2) BHINEKA MENURUT ISLAM ITU ARTINYA MEMPERLAKUKAN KAFIR SEBAGAI DHIMMI YANG HAKNYA DIINJAK-INJAK,1,0,0,1,1,0,0,0,0,0,1,0
Apakah NU bisa BERHENTI mendungukan & membiadabkan bangsa? Fir'aun raja Mesih tak ada hubungan dengan Muhammad bejad,1,1,0,1,1,0,0,0,0,0,1,0
"Ajarkan cinta, hentikan menabikan Muhammad bejad dan nyembah2 Allah SWT dungu & biadab agar Indonesia Medeka 100 %",1,1,0,1,1,0,0,0,0,0,0,1
BURUNG DARA TERBANG KE HULU ; BURUNG NURI SAYAPNYA BIRU ; SATUKAN SUARA SAAT PEMILU ; KITA PILIH PRESIDEN BARU ; ; MANCING IKAN DI WAKTU MALAM; IKAN DIMAKAN DICAMPUR KETAN ; AYO MENANGKAN PARTAI ISLAM ; KITA HANCURKAN PARTAI SYETAN ! ; ; ALLAHU AKBAR..,1,1,0,1,1,0,0,0,0,0,0,1
"Bahas kebangsaan hrs dijelaskan Tuhan YME dlm Pancasila utk semua orang Indonesia, Allah SWT benci kafir bukan Tuhan",1,0,0,1,1,0,0,0,0,0,1,0
"Anda perlu menyadarkan wanita Indonesia, Muhammad bajad setelah Khadijah meninggal, menjadikan perempuan budak seks",1,1,0,1,1,0,0,1,0,0,1,0
SUASANA STQ TINGKAT KABUPATEN NGADA . NTT . CUKUP DALAM MASDJID TANPA MIMBAR TANPA DANA . SWASEMBADA DARI UMAT ISLAM UNTUK BAWA NAMA PEMDA DALAM MTQ KE TINGKAT PROPINSI . NTT. MENYEDIHKAN .; #2019GantiPresiden,1,0,0,1,1,0,0,0,0,0,1,0
Duta besar myanmar aja ga berani mereka usir..harusnya besok hbs sholat ..gruduk kedutaannya.. budha indonesia gagu semua,1,0,0,1,1,0,0,0,0,0,0,1
"USER USER ya gih aja makan tuh hindu nusantara, agama kita ini rahmatan lil alamin, bukan agama bumi tapi agama langit. tapi kalo islam nusantara mau sama dengan mereka, ya monggo, supaya lebih sesat sekalian!!'",1,1,0,1,1,0,0,0,0,0,1,0
USER Pak USER mudah2an Anda semakin melihat bahwa Muhammad hanya seorang buta huruf dungu yang biadab,1,1,0,1,1,0,0,0,0,0,1,0
"USER USER USER USER Mereka kan kaum pekok...bawaannya baperan Mulu....KL kata Junjunannya A....ngikut smua,dasar kaum dongo GK pnya pendirian yah....Malu2in in org Islam ajja'",1,1,0,1,1,0,0,0,0,0,1,0
"MenAgama jangan hanya OMDO, harus mengumumkan ayat rampasan halal & Allah SWT janjikan rampasan, SALAH & hrs dibuang",1,0,0,1,1,0,0,0,0,0,1,0
"Artikel Hj Siti Mahmudah mendungukan & membiadabkan bangsa, lihat ayat cocok2 penis dan kurung istri sampai mati",1,1,0,1,1,0,0,0,0,0,1,0
"USER USER USER USER Kitab kalian merasa di hina, laporkan dia ke polisi, kok jadi ke munafik hubungannya. Waspadai cebong kafir yg ngaku-ngaku Islam.",1,1,0,1,1,0,0,0,0,0,1,0
USER USER USER Katolik Nusantara!!\nAHAHAHAHHAHA\nPandai sekali ya pemecah belah agama kita ini. .',1,0,0,1,1,0,0,0,0,0,1,0
Beginilah peran ISRAEL dalam Pembantaian Muslim Rohingya,1,0,0,1,1,0,0,0,0,0,1,0
"USER #Jawabannya adlh; KARENA PASUKAN ONTA 212 DENGAN PEMIMPIN BRENGSEK YG KINI BURON, MEREKA SAMA"" MENIKMATI HASILNYA.\nMEREKA BAHAGIA MENIKMATI UANG HARAM KARENA MEREKA SATU KEYAKINAN..!!!!'",1,1,0,1,1,0,0,0,0,0,1,0
USER USER Inilah efek ajaran bani cingkrang jidat item pantat panci.',1,1,0,1,1,0,0,0,0,0,1,0
"Ak family islamic... Yg kau tu family kapir laknat ke bodoh! Kau dh laaa hidup menipu! Kesian mak bapak kau...dah didik dengan ADAB ADAB yg kau agungkan... Sekali kau membesar dengan perangai xguna kau, menipu sana sini, bohong sana sini... Matilanak....",1,1,0,1,1,0,0,0,0,0,1,0
"USER Lohhh knapa muji2 asing aseng katamu haram apalagi mereka kafir,munafikun HNW'",1,1,0,1,1,0,0,0,0,0,1,0
USER Bubarkan HTI yg ditangkap KPK.....,1,0,0,1,1,0,0,0,0,0,0,1
USER USER Kristen lesbi emang ya?',1,1,0,1,1,0,0,1,0,0,1,0
"Anggota DPR dan DPD yang terhormat, apakah posting YM termasuk PENIPUAN? Quran 4:91 Bunuhlah 8:12 Penggallah",1,0,0,1,1,0,0,0,0,0,1,0
Apa Islam YG HINA layak diikuti? USER USER USER Menag: Gafatar Tak Layak Diikuti Masyarakat,1,1,0,1,1,0,0,0,0,0,1,0
"Allah SWT yang di-sembah2 Muslim adalah syetan, halalkan rampasan, ngajarkan tunduk patuh dan ngobarkan cocok2 penis",1,1,0,1,1,0,0,0,0,0,1,0
Video diduga perang Teroris Budha yang kocar kacir melawan Pertahanan pemuda muslim minoritas Rohingya.,1,0,0,1,1,0,0,0,0,0,1,0
"Beda dgn Muhammad Arab Buta Huruf Mengaku Nabi, dipercaya sempurna padahal nebarkan kebiadaban: bunuh & cocok2 Penis",1,1,0,1,1,0,0,0,0,0,1,0
"ini semua berawal dari AHOK JAMBAN yg dibela aparat, para kristen serta china kafir yang lain semakin berani menghi URL",1,1,0,1,1,0,0,0,0,0,1,0
Mengapa menggunakan bahasa Arab? Bukankah Tuhan YME menurut Pancasila berbahasa Indonesia?,1,0,0,1,1,0,0,0,0,0,1,0
Ayo buang Alquran kitab SAMPAH USER USER USER USER USER USER,1,1,0,1,1,0,0,0,0,0,0,1
"OpRohingya orang Kristen mmbunuh kita di Afghanistan orang Yahudi mmbunuh kita di Palestina tp""Muslim"" yg Teroris?",1,0,0,1,1,0,0,0,0,0,1,0
USER USER Kaum cebong kapir udah keliatan dongoknya dari awal tambah dongok lagi hahahah',1,1,0,1,1,0,0,0,0,0,1,0
